Price,Area,Address,Beds,Bath,Pic
1 Crore,5 Marla,5 Marla House In Mughalpura For Sale,7,No info given,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
55 Lakh,5 Marla,5 Marla Main Boulevard Orchard Home Available For Sale In Bahria Orchard Lahore,2,2,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
68.5 Lakh,5 Marla,5 Marla Single Storey Much Beautiful House For Sale,2,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
64.85 Lakh,5 Marla,5 Marla Brand New and Low Price House for Urgently sale,2,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
65.85 Lakh,5 Marla,5 Marla Cheap Price House for urgently sale,2,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
80 Lakh,1 Kanal,1 Kanal Farm House Is Available For sale In Bedian Road,2,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
80 Lakh,1 Kanal,1 Kanal Farm House Is Available For sale In Bedian Road,2,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
65 Lakh,5 Marla,Signature By Icon-one Bed Apartment On Installments. Pay In 5 Years & Get Possession In 2.5 Years,No info given,No info given,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
65 Lakh,10 Marla,Ready To Buy A House 10 Marla In Lahore,3,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
65 Lakh,10 Marla,House Is Available For sale In Elite Town - Block D,3,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
65 Lakh,10 Marla,Reserve A Centrally Located House In Elite Town - Block D,3,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
80 Lakh,5 Marla,Get In Touch Now To Buy A 5 Marla House In Elite Town,3,3,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
75 Lakh,5 Marla,Ideal House Is Available For Sale At Ferozepur Road,4,5,https://media.zameen.com/thumbnails/163595687-400x300.jpeg
75 Lakh,5 Marla,5 Marla House For sale In Elite Town,5,5,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
53 Lakh,5 Marla,5 Marla Single Storey House For Sale In Lahore Garden,No info given,3,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
82 Lakh,5 Marla,5 Marla House For Sale In Lahore Garden Near Al Jalil Garden,4,6,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
84 Lakh,5 Marla,5 Marla Fresh House For Sale In Lahore Garden Housing Scheme A Block,4,5,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
95 Lakh,5.2 Marla,"5 House For Sale , Brand New Fresh House In Lahore Garden",5,6,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
63 Lakh,5 Marla,5 Marla Beautiful House For Sale In Eden Garden Lahore.,3,3,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
65 Lakh,5 Marla,5 Marla House Available For Sale Hamza Town,2,3,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
90 Lakh,5 Marla,5 Marla House On Booking 30 Down Payment With 1 Year Instalment Plan,4,5,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
59 Lakh,5 Marla,5 Marla West Marina Ground Floor Cottages Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
53 Lakh,5 Marla,5 Marla West Marina 1st Floor Cottages Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
53 Lakh,5 Marla,5 Marla West Marina 1st Floor Cottages Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
59 Lakh,5 Marla,5 Marla West Marina Ground Floor Cottages Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
51 Lakh,5 Marla,Awami Villa D Block First Flour For Sale In Phase 2 Bahria Orchard Lahore,2,1,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
85 Lakh,5 Marla,5 Marla Brand New House Grey Structure With Quality Construction,3,4,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
65 Lakh,5 Marla,5 Marla Brand New Apartment For Sale in Raiwand Road Icon Valley Phase-1,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
84 Lakh,5 Marla,5 Marla Fresh House For Sale In Lahore Garden Housing Scheme D Block,5,5,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
98 Lakh,5 Marla,5 Marla Triple Storey House Is Available For Sale,5,5,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
80 Lakh,5 Marla,Google Property Offer Brand New House For Sale,3,4,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
58 Lakh,5 Marla,5 Marla Single Storey Low Bought House Urgent For Sale,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
95 Lakh,5 Marla,5 Marla Double Storey House For Sale Block N Khayaban E Amin Housing Society Defence Road Lahore,3,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
50 Lakh,5 Marla,Icon Valley- Ready to move Luxury Apartment Urgent Sale,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
60 Lakh,5 Marla,Flat For Grabs In 1125 Square Feet Lahore,3,3,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
93 Lakh,5 Marla,5 Marla 80 Feet Main Road Beautiful House For Sale In Eden Abad Lahore Near Dha Rahbar Ring Road,3,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
88 Lakh,7 Marla,7 Marla 2nd Floor In Rehman Gardens Near Dha Phase 1,3,3,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
64.25 Lakh,5 Marla,5 Marla Apartment On Easy Installments Booking With 20 Percent,2,2,https://media.zameen.com/thumbnails/161212341-400x300.jpeg
89 Lakh,5 Marla,5 Marla Most Beautiful Design Bungalow 2 Unite For Sale At Prime Location Of Lahore Motorway City,4,4,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
95 Lakh,5 Marla,5 Marla 80 Feet Main Road Beautiful House For Sale In Edenabad Lahore Near Dha Rahbar Ring Road,3,2,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
68 Lakh,5 Marla,Vip 5 Marla Single Storey Used House Available For Sale In Khaybaan E Ameen Dha Phase 11 Lahore,2,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
88 Lakh,5 Marla,Glaxo Town Ferozepur Road 1125 Square Feet Triple Storey House For Sale In Low Price,5,5,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
90 Lakh,5 Marla,A Brand New Luxury Ideal Location 5 Marla Zaitoon Villas Available For Sale,3,4,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
62 Lakh,5 Marla,5 Marla House Available For Sale Hamza Town Society,2,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
63 Lakh,5 Marla,5 Marla Singal Story House Available For Sale Hamza Town,2,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
1 Crore,5 Marla,In-demand 5 Marla House In Available For Sale,7,No info given,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
1 Crore,5 Marla,1125 Square Feet House Is Available For Sale In Al Hamra Town,4,5,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
94.99 Lakh,5.5 Marla,3 Bed Facing Boulevard Green Belt Near MacDonald And Rainbow Store,3,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
94.99 Lakh,5.5 Marla,3 Bed Apartment For Sale Facing Boulevard Green Belt Near Macdonald And Rainbow Store,3,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
94.99 Lakh,5.5 Marla,3 Bed Apartment Facing Park With Easy Installment & Handsome Rental Income Under Construction Project,3,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
94.99 Lakh,5.7 Marla,Simple Installment Flat Best Investment and Handsome Rental Income,3,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
64 Lakh,5 Marla,5 Marla Spanish House Available For Sale Hamza Town,2,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
60 Lakh,5 Marla,5 Marla Beautiful House Available For Sale Hamza Town Register Inteqal,2,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
85 Lakh,5 Marla,Get Your Hands On House In Lahore Best Area,No info given,No info given,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
85 Lakh,5 Marla,Reserve A House Now In Harbanspura,No info given,No info given,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
85 Lakh,5 Marla,Affordable House For Sale In Harbanspura,No info given,No info given,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
85 Lakh,5 Marla,5 Marla House Ideally Situated In Harbanspura,No info given,No info given,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
85 Lakh,5 Marla,1125 Square Feet House Available In Harbanspura If You Hurry,No info given,No info given,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
65 Lakh,5 Marla,5 Marla Ground Floor Apartment For Sale In Icon Valley Phase 1,2,2,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
80 Lakh,7 Marla,"7 Marla 1st Floor, 3 Bedrooms Apartment For Sale in Icon Valley Phase 1",3,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
60 Lakh,5.5 Marla,5.5 Marla Brand New 2 Bedrooms Apartment On 2nd Floor For Sale In Icon Valley Phase 1,2,2,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
60 Lakh,5 Marla,5 Marla Flat Ground Floor Allama Iqbal Town Lahore,2,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
65 Lakh,5 Marla,5 Merle House For Sale,3,3,https://media.zameen.com/thumbnails/157986535-400x300.jpeg
60 Lakh,5 Marla,5 Marla Double Storey House For Sale In Lahore Motorway City S Block,3,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
62 Lakh,5 Marla,5 Marla House Available For Sale In Lahore Motorway City R,2,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
70 Lakh,5 Marla,5 Marla Double Storey Grey Stucture For Sale In Pak Arab Housing Scheem Lahore,3,4,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
95 Lakh,5 Marla,Brand New 5 Marla House Near To Park And Commercial Area. Only 1 Unit,3,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
1 Crore,5 Marla,5 Marla Used House For Sale,3,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
97 Lakh,5 Marla,5 Marla Brand New House For Sale,3,5,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
90 Lakh,5 Marla,5 Marla Owner Built Solid House For Sale In Rizwan Garden Phase 2,2,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
80 Lakh,6 Marla,Beautiful Brand New House For Sale,2,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
80 Lakh,5 Marla,5 Marla House For Sale On Raiwind Road,3,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
63 Lakh,5 Marla,Best Time To Buy This 5 Marla Lavish House In Eden Society Gajumata,3,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
60 Lakh,5 Marla,House Of 5 Marla Is Available For Sale,3,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
78 Lakh,5 Marla,5 Marla Flat For Sale,2,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
1 Crore,10 Marla,10 Marla 3 Bedrooms Apartment On 2nd Floor For Sale In Icon Valley Phase 1,3,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
96 Lakh,5 Marla,5 Marla Double Storey House For Sale In Al Ahmad Garden Housing Society,4,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
61 Lakh,5 Marla,5 Marla House Double Storey In Eden Cheapest Rate,3,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
61 Lakh,5 Marla,Highly-Coveted 1125 Square Feet House Is Available In Eden Gardens For Sale,3,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
77.5 Lakh,5 Marla,05 Marla Double Storey Villa Houses On Installment Plan,3,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
88 Lakh,5 Marla,05 Marla Brand New House 84 B On Prime Location,3,4,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
77.5 Lakh,5 Marla,Affordable House For sale In New Lahore City,No info given,No info given,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
80 Lakh,6 Marla,Mughlpura Road Power House Garhi Shahu,5,3,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
95 Lakh,5 Marla,Well-constructed House Available For sale In Judicial Colony Phase 2,2,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
88 Lakh,5 Marla,5 Marla Single Storey House In C Block,2,2,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
68 Lakh,5 Marla,5 Marla Most Beautiful Prime Location Home With Possession For Sale In Block P,2,1,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
85 Lakh,5 Marla,5 Marla Double Storey House For Sale Chungi Amber Sidhu Lahore,4,4,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
54.03 Lakh,5 Marla,5 Marla 1 Bedroom Apartment On First Floor For Sale In Icon Valley Phase 1,1,1,https://media.zameen.com/thumbnails/164283371-400x300.jpeg
75.33 Lakh,7 Marla,7 Marla Brand New 2nd Floor 3 Bedrooms Apartment For Sale in Icon Valley Phase 1,3,3,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
58 Lakh,5 Marla,1125 Sq Ft Flat For Sale In Ichra Pir Ghazi Road,2,2,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
65 Lakh,5 Marla,House Facing Park Near Bahria Orchard Phase 3,3,3,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
78 Lakh,5 Marla,5 Marla Most Beautiful Prime location Home with possession for Sale in Block N,2,1,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
69 Lakh,5 Marla,5 Marla Most Beautiful Prime Location House With Possession For Sale In Block P,2,1,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
98 Lakh,5 Marla,5 Marla Brand New House For Sale,5,6,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
95 Lakh,5 Marla,5 Marla Double Storey House For Sale,3,2,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
78 Lakh,5 Marla,5 Marla Most Beautiful Prime location Home with possession for Sale in Block N,2,1,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
97 Lakh,5 Marla,5 Marla Brand New Corner Beautiful House For Sale,4,5,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
62 Lakh,5 Marla,Single Storey House For Sale,2,1,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
98 Lakh,5 Marla,5 Marla Double Storey House For Sale In Al Ahmad Garden Housing Society,3,4,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
90 Lakh,5 Marla,5 Marla House For Sale In I Block,4,5,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
1 Crore,5 Marla,5 Marla House For Sale In Rehman Garden Phase 2 J Block,4,6,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
89 Lakh,5 Marla,5 Marla House For Sale In K Block,No info given,No info given,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
95 Lakh,5 Marla,5 Marla Triple Storey Semi Commercial House In Dhobi Ghat Stop Darogawalla,6,5,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
93 Lakh,5 Marla,5 Marla Luxury House For Sale,4,5,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
97 Lakh,5 Marla,5 Marla Brand New House For Sale,4,6,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
62 Lakh,5 Marla,House For Sale,2,3,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
1 Crore,5 Marla,5 Marla House For Sale C Ex Block,4,5,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
99 Lakh,5 Marla,5 Marla House 868 C Ex,4,4,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
1 Crore,5 Marla,5 Marla Grey Structure House For Sale In Olc A Block,3,4,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
79 Lakh,5 Marla,"5 Marla House For Sale On Installment Emerald City Prime Location Emerald City, Lahore, Punjab",2,2,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
79 Lakh,5 Marla,5-Marla single story house for sale,2,2,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
89 Lakh,5 Marla,5 Marla One And Half Story House For Sale,3,3,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
87 Lakh,5 Marla,5 Marla House For sale In Rehan Garden Phase 2,3,4,https://media.zameen.com/thumbnails/162339353-400x300.jpeg
1 Crore,5 Marla,5 Marla House Available For Sale In Platinum Block,3,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
85 Lakh,5 Marla,5 Marla Double Storey House For Sale In Lahore Motorway City S Home Block,4,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
79 Lakh,5 Marla,"5 Marla House For Sale On Installment Emerald City Prime Location Emerald City, Lahore, Punjab",2,2,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
79 Lakh,5 Marla,5- Marla House For Sale,2,2,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
1 Crore,5 Marla,5 Marla Grey Structure House For Sale In Park View City Lahore!,4,4,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
70 Lakh,5 Marla,5 Marla Single Storey Cottage For Sale In Bahria Orchard Lahore,2,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
90 Lakh,5 Marla,5 Marla Single Storey 40 Feet Road Best Location House For Sale,2,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
52 Lakh,5 Marla,5 Marla House Available For Sale,2,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
52 Lakh,5 Marla,5 Marla House Available For Sale,2,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
88 Lakh,5 Marla,sale A House In Lahore Prime Location,3,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
1 Crore,5 Marla,Grey Structure Of 5 Marla House In Olc A For Sale,No info given,No info given,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
77.5 Lakh,5 Marla,Five Marla House New Lahore City Phase-4,3,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
90 Lakh,6 Marla,Pak Land Estate Presents Ideal Location 6 Marla Double Storey House Available For Sale In Eden Lane Villas,3,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
62 Lakh,5 Marla,5 Marla Single Storey House For Sale P Block Khayaban E Amin Lahore,2,1,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
85 Lakh,5 Marla,5 Marla Double Storey House For Sale N Block Khayaban E Amin Lahore,3,2,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
75 Lakh,5 Marla,1125 Square Feet House Available For Sale In Al-ghani Garden Phase 2 On 30 Feet Road,2,3,https://media.zameen.com/thumbnails/154229374-400x300.jpeg
